WordID	MnID	Wd	SoundFile	PoS	Stem	Accent	Category	Description	Variation	RelatedWords	ExampleSentence																	
5849		まうふ	ikmvoc_5849.wav	動詞	k語幹	C		儲かる、儲ける、稼ぐ	まうつ	まうき																		
4583		まうゆ　あき	ikmvoc_4583.wav	成句	母音語幹		〘祭礼〙	〘祭礼〙自分自身の守護神を持つこと		まうゆ　あぎ	かんぶり　びとぅー　まうゆ　あきばどぅ　なうい（神のことで病んでいる人は自分自身の守護神を持てば治る）。																	
4584		まうゆ　あぎ	ikmvoc_4584.wav	成句	母音語幹		〘祭礼〙	〘祭礼〙自分自身の守護神を持つこと		まうゆ　あき																		
4585		まか	ikmvoc_4585.wav	名詞		C		～次第だ；～による；～の意志による［「名詞＋が/ぬ」の後に付ける］			あすむ　ほぅんむー　っゔぁが　まか（やる、やらないはお前次第だ）。	うるー　きみー　くとぅー　ひゅーいぬ　まか（それをやるのは日取りによる）。	にんぎんぬ　んぬっちゃ　てぃだやぐみぬ　まか（人の命は畏れ多い神様の思し召しのままだ）。															
4586		まかい	ikmvoc_4586.wav	名詞		C		お椀、お茶碗			んっつーゆ　いり　まかいゆ　むちーくー（おつゆを入れるお椀をもってこい）。	まいゆ　まかいん　いりー　ふぁう（ごはんをお茶碗に入れて食べる）。	まかいだうー（お茶碗、皿、湯吞等の食器）。	んまー　ゆいや　ふぁいぬ　あとぅんな　まかいだうーゆ　あらう（お母さんは夕食後食器を洗う）。	ってぃつ　あい　まかいや　ばいやすむぬ（一つしかないお椀は割れやすい［＞一人っ子は死ぬとなにも残らないということのたとえ］）。													
4587		まがい	ikmvoc_4587.wav	動詞	r/rr語幹	A		（ものが）まがる；（道を）まがる			くぬ　かにふっじゃ　まがるーば、まうとぅーぬ　むぬー　むちーくー（この釘は曲がっているのでまっすぐなのをもってこい）。	かまぬ　ゆまたう　んすんかい　まがりー　いき（あそこの十字路を右に曲がっていけ）。																
4588		まがい	ikmvoc_4588.wav	名詞		A		角；横道（誘惑）			かまぬ　まがいから　いき（あそこの角を曲がれ）。	なうぬ　まがいてぃー　にゃーだ　わいてぃー　かない（横道にそれずにがんばれ）。																
4589		まかない	ikmvoc_4589.wav	名詞				料理を作ること；料理を作る人			やーふつ　ゆーいぬ　まかないゆ　あす（新築祝いの料理を担当する）。	ばー　むぬにー　まかないどぅ　あたい（私はものを煮る係りだった）。																
4590		まかや	ikmvoc_4590.wav	名詞		B		茅		かや	まぐー　まかやとぅ　まーにぬ　かーひどぅ　ちゅっふぁいーゆー（マグ（かごの一種）は茅と黒つぐの皮（で作った紐）で作られている）。																	
4591	1	まき	ikmvoc_4591.wav	動詞	母音語幹	A		負ける			きゅーぬ　うんどーかいんな　ばんちゃー　まきーにゃーん（今日の運動会で私達は負けた）。																	
4591	2	まき	ikmvoc_4591.wav	名詞		A		負け			っゔぁー　まき（あなたは負けだ）。																	
4592	1	まきならい	ikmvoc_4592.wav	形容詞				（相手に対して）いつも負けている人、負け癖がついている人、（勝負における）カモ			かにゃー　ばぬんな　いつまい　まきならいがま（カニは私のカモだ）。	からー　かにんな　まきならい　ひとぅ　やいば　きゅーまい　かちゃいん　はず（彼はカニにはいつも負けている人なので今日も勝てないだろう）。																
4592	2	まきならい	ikmvoc_4592.wav	名詞				（相手に対して）いつも負けている、負け癖がついている、（勝負における）カモである			きゅーまい　まきならいがまぬ　っちゅー（今日もカモが来た）。																	
4593	1	まきゃーい	ikmvoc_4593.wav	動詞	r/rr語幹			（家や部屋が）散らかった、整理整頓されていない			まきゃーい　まっちゃぬ　むぬー　むいとぅ　とぅみらいん（整理整頓されていない店の商品は全然探せない）。	やーゆ　まきゃーらすな（家を散らかすな）。	くじゃひっちゃ　まきゃーるーば　まさぐん　あっそぅ（客間がちらかっているので整理しろ［「くじゃひつ」は寝室でもあった］）。															
4593	2	まきゃーい	ikmvoc_4593.wav	動詞	母音語幹			（家や部屋が）散らかった、整理整頓されていない																				
4594		まきゃーす	ikmvoc_4594.wav	動詞	s/h語幹			（ものをこわして）散乱させる、（部屋などを）とり散らす、（風などがものを）飛び散らかす			まかいゆ　ばりー　まきゃーす（お椀を割って散乱させる）。	かでぃん　かびーや　まきゃーはいにゃーん（風に紙が飛び散らかされた）。																
4595		まきゃーらす	ikmvoc_4595.wav	動詞	s/h語幹			（ものをこわして）散乱させる、（部屋などを）とり散らす、（風などがものを）飛び散らかす																				
4596		まぐ	ikmvoc_4596.wav	名詞		C	〘道具〙	〘道具〙丸めた茅を黒つぐの紐で縛って作ったカゴ。苧麻を紡いだ糸を入れたりする			まぐんかい　ぶーや　んﾟみー　うるー　いりー（カゴに苧麻を糸に紡いだ糸を入れる）。																	
4597		まぐい	ikmvoc_4597.wav	動詞	r/rr語幹	A		目がくらくらする、混乱する		まーぷい	ばー　うきー　ふたきな　やいば　みーや　まぐりーどぅー（私は起きてすぐだから目がくらくらしている）。	まぐりんまり（バカな奴）。																
4598		まくがん	ikmvoc_4598.wav	名詞			〘生物〙	〘生物〙ヤシガニ			まくがんな　ちゅーかいば　とぅらいぎっふぁにゃーん（ヤシガニは力が強いので捕れそうにない）。																	
4599		まくぶ	ikmvoc_4599.wav	名詞		C	〘魚〙	〘魚〙シロクラベラ；ブダイの一種で大きなこぶがある																				
4600		まくぶなます	ikmvoc_4600.wav	名詞			〘祭礼〙	〘祭礼〙御嶽で使われる言葉で「芋の葉の和え物」を意味する。文字通りにはマクブ（ブダイの一種）の刺身で、芋の葉をマクブの刺身にみたてる																				
4601		まぐみん	ikmvoc_4601.wav	名詞				全体的に丸まった耳　［「まぐ」は宮古上布の糸を入れるかご］																				
4602		まさい	ikmvoc_4602.wav	動詞	r/rr語幹	C		（他人と比べて）能力、容姿が優れている			ひとぅんつきゃー　まさり（人より優れた人間になれ）。	かぬ　みどぅんぬどぅ　つむかぎさー　まさりゅー（あの女性のほうが心がきれいだ）。																
4603		まさが	ikmvoc_4603.wav	名詞		C		正しいこと、ちゃんとしていること		まなが、まさぐ、まさぎ	まさがー　にゃ－んんまり（どうしようもない奴）。	かりゃー　ぶらふきゃ　やいば　かいが　むぬいゆぎゃー　まさがんな　つかだうり（彼はほら吹きだから彼の話はまともには聞くな）。																
4604		まさがぬ	ikmvoc_4604.wav	連体詞				（人に関して）真面目な；（仕事に関して）丁寧な、ちゃんとした；（仕事に関して）まともな正業である		まさぎぬ、まさぐぬ、まながぬ	ぶとぅーぎゃー　まさがぬ　びぎどぅんぬ　とぅみる（旦那には真面目な男性を探せ）。	やーゆぎゃー　まさがぬ　さやふん　たぬみー　まさがぬ　やーゆ　ちゅっふぃ（家はちゃんとした大工に頼んでちゃんとした家を建てろ）。	んなまぬ　すかまー　なまりー　まさがぬ　すかまう　あっそぅ（今の仕事をやめてまともな仕事をしろ）。															
4605		まさがん	ikmvoc_4605.wav	副詞				ちゃんと、きちんと、しっかりと、気を付けて、正確に　［副詞化の接尾辞「てぃー」を伴うことも多い］		まながん、まさぐん、まさぎん	ゆまたうぎゃー　まさがん　あいき（十字路は気を付けて歩け）。	でぃんぬぎゃー　まちがいや　にゃーん　やうん　まさがんてぃー　ゆみ（お金は間違いのないようにちゃんと正確に数えろ）。	まさがん　みーる（ちゃんと見なさい）。	まさがんてぃ－　かんがいる（ちゃんと考えよ）。	むぬーぎゃー　まさがんてぃー　ふぁい（ご飯はちゃんと食べなさい）。	まさがんてぃー　びじ（ちゃんと座れ）。	やらびゅーぎゃー　まさがんてぃー　みーる（子供はちゃんと管理しなさい）。											
4606		まさりー	ikmvoc_4606.wav	副詞				比較するためにつける副詞、（ほかの人、ものと比べて）よりもっと			くぬ　ひとぅぬどぅ　かいんつきゃー　まさりー　うむくとぅ　あいかい（この人のほうが彼よりもっと賢い）。	くぬ　くるまぬどぅ　かぬ　くるまんつきゃー　まさりー　あっゔぁうぎゃー　ふぁーん（この車のほうがあの車より燃費がいい）。	まさりーまい　ういがどぅ　ばいかい（かえって彼がもっと悪い［＞　彼のほうがもっとわるい］）。															
4607		まさりーまい	ikmvoc_4607.wav	成句				どういたしまして、こちらこそ			「すでぃがほー」てぃー　あっじゃいてぃがー　「まさりーまい」てぃ　かいすばどぅ　じゃうかい（「すでぃがほー」といわれたら「まさりーまい」と返事するのがいい）。																	
4608		まじゃ	ikmvoc_4608.wav	名詞		A	〘地名〙	〘地名〙真謝［西原の北東の海岸でそこから漁に出る］			すまぬ　ひとぅんみゃー　まじゃから　ふにゅー　いだす（西原の人は真謝港から船を出す）。	でぃんがにゃー　むぬゆんぱじゅら　やいば　まじゃん　いつきゃたーひーまい　むぬいゆぎゃー　つっちゃはん（ディンガニはおしゃべりだから真謝につくまで話は途切れさせない）。																
4609		ましん	ikmvoc_4609.wav	副詞				多めに			ばぬんな　ましんがま　ふぃーる（私にはちょっと多めにくれ）。																	
4610		ます	ikmvoc_4610.wav	助数詞				畑の助数詞［四角の形が升に似ているため］			っゔぁー　はいや　いふます　あり　やいば（あなたは畑はいくつあるか）。	ななます　あきゅーとぅい、やそぅます　あきゅーとぅい（七つの畑を開墾していて、八つの畑を開墾していて［古謡「うほぅらだつ」から］）。																
4611		ます	ikmvoc_4611.wav	名詞		A		～の方がよい。［述語としてしか使えない］			くいとぅ　くいとぅー　いでぃがどぅ　ます（これとこれとはどっちがいい）。	っぞぅんつきゃー　わーぬどぅ　ます　やいば　わーゆ　かいくー（魚より豚肉がいいので、豚肉を買ってこい）。	うまどぅ　ます（そこがよい）。	ほぃさー　ます（大きいほうがいい）。														
4612		まず	ikmvoc_4612.wav	副詞				先ず、先ずは		まずがー	まず　っゔぁから　あっそぅ（まずお前からやれ）。	まずてぃー　ひーみーみーる（先ずやってみなさい）。																
4613		まず	ikmvoc_4613.wav	動詞	g語幹	A		（女性器に）男性器を挿入する、交接する、まぐわう、セックスする「目的格をとる］			ひーゆ　まず（性交する）。	ぴーゆぎゃー　ふなずっちゃーん　まず（女性器に男性器を挿入し、上下の動きをしながら交接する）。																
4614		まずがー	ikmvoc_4614.wav	副詞				先ず、先ずは		まず	まずがーてぃー　ひーみーみーる（先ずはやってみなさい）。																	
4615		ますぎた	ikmvoc_4615.wav	名詞				石垣			ないんどぅ　ますぎたー　っちゅりーにゃーん（地震で石垣が倒壊した）。	ぬぬずん　ますぎた（きれいに積まれた石垣）。																
4616		ますむい	ikmvoc_4616.wav	名詞			〘祭礼〙	〘祭礼〙ミャークズツの祭事の一つで、枡に酒を盛って新生児の健康祈願をすること			ますむいんな　うぬ　とぅすん　んまいたい　っふぁがまんみう　すまぬ　たから　ほぅでぃ　すまぬ　んーなひー　あーぐ　あいっちゃーん　かんにがい　あす（マスムイにはその年に生まれた新生児たちを村の宝にしようと村人全員で歌を歌いながら祈願する）。																	
4617	1	まずむぬ	ikmvoc_4617.wav	名詞				幽霊、魔物、化け物	まずむん		まずむぬー　うとぅるすむぬ（幽霊は怖い）。	うまんな　まずむぬぬ　うい（そこには幽霊がいる）。	かりゃー　まずむんつきゃー　むいとぅぬ　まずむぬ（彼は幽霊よりも更に怖い化け物だ）。															
4617	2	まずむぬ	ikmvoc_4617.wav	名詞				人を軽蔑していうののしりことば、やつ	まずむん		んずぎ　まずむぬ（醜い奴［皮肉で身だしなみの悪い人に使う］）。	くぬ　まずむぬ（この野郎）。	ほぅりまずむぬ（馬鹿なやつ）。	うむくとぅー　にゃーん　まずむぬ（学のないやつ）。	でぃんな　にゃーん、でぃんぐ　まずむぬんみ（金のない、金に恵まれない貧乏人達）。	ぬそぅどぅまずむぬ（盗人）。												
5685		まずむぬぬ　あかばたうい	ikmvoc_5685.wav	名詞			〘植物〙	〘植〙ウリ科の一年草のツル植物、オキナワスズメウリ																				
4618		まずむぬぬぬーま	ikmvoc_4618.wav	名詞			〘昆〙	〘昆〙ナナフシ																				
4619		まずむぬぬみーつつうさ	ikmvoc_4619.wav	名詞			〘植〙	〘植〙シロバナセンダングサ［＜化け物の目を突く草］			やまう　あいつてぃがー　まずむぬぬみーつつうさぬ　とぅずぬどぅ　うんそぅく　たばい（野山を歩いたらシロバナセンダングサの刺が沢山くっつく）。																	
4620		まずむぬん　んつみらい	ikmvoc_4620.wav	成句				金縛りにあう			まずむぬん　んつみらいーにゃーん（金縛りにあった）。																	
4621	1	まずむん	ikmvoc_4621.wav	名詞				幽霊、魔物、化け物	まずむぬ																			
4621	2	まずむん	ikmvoc_4621.wav	名詞				人を軽蔑していうののしりことば、やつ	まずむぬ																			
4622		まずん	ikmvoc_4622.wav	動詞	m語幹	A		沢山の物を積みあげる		まずんー、まずんみ																		
4623		まずんー	ikmvoc_4623.wav	動詞	mm語幹			沢山の物を積みあげる		まずん、まずんみ	かやう　まずんー（茅をたくさん積みあげる）。	ほぅんぬ　まずんみ（本をつみあげろ）。	あいや　ぶーっじゅぎゃー　まずんまん（サトウキビはそんなふうに積むもんじゃない）。															
4624		まずんみ	ikmvoc_4624.wav	動詞	母音語幹			沢山の物を積みあげる		まずんー、まずん																		
4625	1	まそぅー	ikmvoc_4625.wav	名詞		A		正面、まっすぐ		まうとぅ	まそぅーん　やどぅふつぬ　あい（正面に入り口がある）。	うまぬ　んっちゅ　まそぅーん　あいき（この道をまっすぐ歩きなさい）。																
4625	2	まそぅー	ikmvoc_4625.wav	名詞		A		回りくどくなくて、率直な物言い；率直なこと			むぬいゆぎゃー　まそぅーから　あい（ものは（回りくどくいわず）はっきりと言え）。	からー　やぐみ　まそぅーびとぅ（彼はとても率直な人だ）。																
4626	1	また	ikmvoc_4626.wav	名詞		B		股		またばい	はずぬ　また（足のまたぐら）。	またぬどぅ　かうかいば　ならん（股がかゆくてしかたがない）。	またうぎゃー　ひらかだうり（股を開くな）。	ながまたびとぅ（足が長い人）。														
4626	2	また	ikmvoc_4626.wav	名詞		B		歩幅、歩数の数えかた、～歩			ほぅまたびとぅ（歩幅の大きい人）。	いみまたがまひー　あいつ（小さい歩幅で歩く）。	かまたーひーや　とぅまたひーや　いかいどぅす（あそこまでは10歩でいける）。	ながまたひー　あいつ（長い歩幅で歩く）。	っさらたーひーや　ひとぅまた（平良までは一股だ［＞とても近い］）。													
4627		また	ikmvoc_4627.wav	副詞				もう一度繰り返すさま、また、再度			じょ　また　さき　ぬまでぃ（また酒を飲もう）。	からー　また　きゅーまい　っちゅーい（彼は今日もまた来た）。	また　あそぅーが　んみゃてぃ（また、遊びにいらっしゃい）。	がっこーん　ほぅんな　ばっしにゃーんば　また　いつたい（学校に本を忘れたのでまた行った）。														
4628		また	ikmvoc_4628.wav	名詞		B		一つから二つ（以上に）別れているもの；木のまた（Y字になっている部分、木が枝分かれしている部分）			かまんかい　いつふっちゃ　ふたまたん　なりゅー（あっち側に行く入り口は二股になっている）。	きーぬ　またひー　ぐむかんぬ　ちゅっふ（木のまたでパチンコ［＝スリングショット］を作る）。	また　なゆり　なりゅー　さやよー（木のまたに実っている豆のさやよ［古謡「豆が花」から］）。															
4629		また	ikmvoc_4629.wav	形容詞		B		大便をしたい			っそぅまたむぬ（糞をしたい）。	っそぅまたかいば　んびゃーいん（ウンコがしたくて我慢できない）。																
4630		また	ikmvoc_4630.wav	接頭辞				（動詞基本形の前につき）二度～をすること			またにゅー（二度寝）。	またばい（二度食い［食べた後におなかがすいてまたすぐ食べること］）。	またいつぬ　なんっじゅぎゃー　ほぅん（二度行くという面倒なことはするな［＞仕事は一回行って済ませろ］）。															
4631		また	ikmvoc_4631.wav	間投詞			〘フィラー〙	〘フィラー〙（つなぎの言葉として口癖的に使う）																				
4633		またぎす	ikmvoc_4633.wav	名詞				部下、下のもの、奴隷、召使い、（比ゆ的に）奴隷のように従ってしまうこと			またぎっそぅ　まーぬ　しつきな（下の者をあまり酷使するな）。	にんぎんな　うむくとぅ　あいひとぅぬ　またぎす（人間は（どうしても）学のある人の言うことを聞いてしまうものだ）。	にんぎんな　つむぬ　またぎす（人間は心の良い人には共感する［＜従ってしまう］）。	にんぎんな　でぃんぬ　またぎす（人は金の奴隷だ）。														
4634		またぐい	ikmvoc_4634.wav	動詞	r/rr語幹			（またを開いてなにかの上を）超える、またぐ		またず	うまう　またぐりー　くー（そこをまたいで来い）。	ひとぅーぎゃー　またぐらん（人をまたいではいけない）。	びだ　かつがまう　またぐらっじゃーきー　たうりー　てぃーや　ぶりーにゃーん（低い垣根をまたごうとして転んで手を骨折した）。	うまぬ　ふぐんぬ　またぎー　くいる（ここの溝をまたいで越えろ）。														
4635		またず	ikmvoc_4635.wav	動詞	g語幹	C		（またを開いてなにかの上を）超える、またぐ		またぐい	うまう　またぎー　くー（そこをまたいで来い）。	うまぬ　ばだー　ふかかいば　うまうぎゃー　またがん（ここの溝は深いからここはまたがない）。																
4638	1	またたい	ikmvoc_4638.wav	動詞	r/rr語幹			（幼児、病人などが）膝を伸ばしたままで、不安定な歩き方をする、たどたどしく歩き始める；飛び越える	またーたい、またたーい		やらびゃー　んめ　またたりーどぅー（赤ちゃんはもう歩き始めている）。	うまう　またたりーくー（そこを飛び越えて来い）。																
4638	2	またたい	ikmvoc_4638.wav	名詞				（赤ん坊の）よちよち歩き、（病人の）ふらふら歩く様子			ぱーや　やっとぅがま　やんな　なうりどぅ　がいとぅがいとぅ　またたいゆ　ひーゆー（おばあちゃんなんとか病気が治ってふらふらあるいている）。																	
4639		またたいあいつ	ikmvoc_4639.wav	名詞				よちよち歩き			やらびゃー　またたいあいっちゃ　ひーどぅー（赤ちゃんはよちよち歩きしている）。																	
4640		またつつ	ikmvoc_4640.wav	名詞				また聞き	またずつ		ひとぅっじゃう　またつつ　あす（他人の噂をまた聞きする）。	くらー　またつつ　やいば　なうてぃまい　あっじゃいん（これはまた聞きなのでなんとも言えない）。																
4641		またにゅー	ikmvoc_4641.wav	名詞				二度寝、起きて直ぐにまた眠ること			またにゅーゆぎゃー　ほぅん（二度寝はしない）。	きゅーや　またにゅーや　ひー　にゅーたかいば　ならん（今日は二度寝して眠くてならない）。																
4642		またばい	ikmvoc_4642.wav	名詞				またぐら、股間		また	またばいぬ　かうかいば　ならん（またぐらがかゆくてしかたがない）。																	
4643		またま	ikmvoc_4643.wav	名詞		C		分け前	まだま		っゔぁが　またまー　うさき（お前の分け前はこれだけだ）。																	
4645		またまぶた	ikmvoc_4645.wav	名詞				想像以上に多い分け前	まだまぶた		きゅーぬ　ばが　ばきだまー　またまぶた（今日の私の分け前は想像以上に多い）。																	
4647		またんまが	ikmvoc_4647.wav	名詞				ひ孫			またんまがー　かなすかいばならん（ひ孫は可愛くてしかたがない）。																	
4649	1	まつ	ikmvoc_4649.wav	動詞	c/t語幹	C		時間が来るまで場所を動かずにいる、時間が来るのを待つ、（人を）待つ			んなまー　ひーちゃがま　まてぃ（ちょっと待てよ［言葉を思い出すときなどに言う］）。	うまん　まちうき（ここで待っていろ）。	さんじたーひー　まつたい（三時まで待った）。	ばぬーぎゃー　まちゃだ　さつん　いき（私を待たないで先に行ってください）。	ゆながい　まちゅーそぅが　かりゃー　いつがみまい　くーん（長い間まっているが彼はいつまでも来ない）。	っゔぁー　いつまでぃまい　まちゃいん（お前のことをいつまでも待てない［＞（私は）お前のことをいつまでも待ってはいられない）。	ばっそぅ　まつ（バスを待つ）。	かいが　ふーきゃたーひー　まちゃでぃ（彼が来るまで待とう）。										
4649	2	まつ	ikmvoc_4649.wav	動詞	c/t語幹	C		（動詞基本形＋「むぬー」について「～するのを」）待つ			みどぅんぬ　ふーむぬー　まつはてぃらいん（妻が来るのを待ちあぐねる）。	かりゃー　あみぬ　やんむぬー　まちゃだ　いでぃーはりーにゃーん（彼は雨が止むのを待たずに出かけた）。	かいが　むぬいゆ　あいむぬー　まつ（彼がものを言うのを待つ）。															
4650		まつ	ikmvoc_4650.wav	動詞	k語幹	C		（水を）まく；（植物に）水をやる；（穀物等の種を）まく	まふ		みなかんかい　みっじゅ　まつ（庭に水をまく）。	みなかぬ　きーんかい　みっじゅ　まき（庭の木に水をやれ）。	むぬだにゅー　まつ（穀物の種を蒔く）。															
4651		まつ	ikmvoc_4651.wav	動詞	k語幹	A		（網などを）巻き取る；（ひもなどを）ねじり合わせて編む；（ねじなどを）巻く	まふ		あんぬ　まき（網を巻きとれ）。	うぶんﾟなう　まつ（錨の綱をよって作る）。																
4653		まつー	ikmvoc_4653.wav	動詞	vv語幹幹	A		（糸などが）絡みあう、もつれる		まつっゔぃ、まつっだい																		
4654		まつぎ	ikmvoc_4654.wav	名詞		C		まつ毛			ながまつぎ（長いまつ毛）。	ひとぅーぎゃー　まつぎぬ　すたからー　みーん（人を見下すな　［＜　人をまつ毛の下から見るな」）。	かいが　まつぎんな　つまよーじまい　ぬーいどぅす（彼のまつ毛には爪楊枝も乗る）。															
4655		まつぎー	ikmvoc_4655.wav	名詞				松の木			まつぎーたむぬ（松の木の薪）。	んきゃーんな　まつぎーひーどぅ　やーぬ　ゆかう　ちゅっふゅーたい（昔は松の木で家の床を作っていた）。																
4656		まっこー	ikmvoc_4656.wav	名詞			〘植〙	〘植〙ハリツルマサキ、鑑賞用の低木		まっこーぎー	きつぎ　まっこーぎーゆ　みなかん　いびー（きれいなハリツルマサキを庭に植える）。	まっこーうや（まっこーを取ってきて売って歩く人）。																
4657		まっこー	ikmvoc_4657.wav	名詞				面と向かってはっきりということ、直接			まっこーから　あいや　あたらんてぃー　あい（面と向かってそれは間違っていると言う）。	あいや　みそぅかむぬいや　ほぅだ　まっこーん　あっじ（そんなふうにひそひそと話をせずに、直接言ってやれ）。																
4658	1	まっさーら	ikmvoc_4658.wav	名詞				真っ白			かびーや　むいとぅ　まっさーら（紙はとても真っ白だ）。																	
4658	2	まっさーら	ikmvoc_4658.wav	形容詞				真っ白だ、真っ白な			ういがどぅ　まっさーらかい（こっちのほうが真っ白だ）。																	
4659		まっず	ikmvoc_4659.wav	動詞	zz/dd語幹	C		混ぜる		まっでぃ、まんき、まんつ	とぅぬかとぅ　みりきんくーゆ　まっでぃる（卵とメリケン粉を混ぜろ）。																	
4660		まっちゃ	ikmvoc_4660.wav	名詞		B		商店			まっちゃー　まいがまん　あい（店はすぐ近くにある）。	すきゃーりまっちゃ（ごちゃごちゃした商店）。																
4661		まつっゔぃ	ikmvoc_4661.wav	動詞	母音語幹			（糸などが）絡みあう、もつれる		まつー、まつっだい	いとぅー　まつっゔぃーにゃーん（糸は絡んでしまった）。	てぃぐすいぬ　まつっゔゅーば　はなひー　ふぃーる（釣り糸が絡まったからほどいてくれ）。																
4662		まつっだい	ikmvoc_4662.wav	動詞	r/rr語幹			（糸などが）絡みあう、もつれる		まつー、まつっゔぃ																		
4663		まっでぃ	ikmvoc_4663.wav	動詞	母音語幹	C		混ぜる		まんき、まんつ、まっず	さきんかい　ぶーどぅるー　まっでぃー　みるくじゃきゅー　ちゅっふぃ（酒に練乳を混ぜてミルク酒を作れ）。																	
4664		まつぬみん	ikmvoc_4664.wav	名詞				松茸（マツタケ）			まつぬみん　とぅいが　ぬーだんかい　いつ（松茸を取りにヌーダに行く［ヌーダは地名。ヌー（野）タ（田）の意味］）。																	
4665		まっふぁ	ikmvoc_4665.wav	名詞		B		枕			たかまっふぁ（高い枕）。	んきゃーんな　まっふぁー　にゃーっだん（昔は枕はなかった）。																
4648		まてぃ	ikmvoc_4648.wav	接尾辞				尊敬の動詞接辞「まい」の依頼形。子音語幹動詞の未然形に付く。母音語幹動詞では、「さまてぃ」			みゃらまてぃ（お召し上がりください）。	うまん　びじゃまてぃ（ここお座りください）。																
4666	1	まとぅ	ikmvoc_4666.wav	名詞		C		的、目当て			んじゃんかい　いつかたー　にゃーだ　まとぅー　にゃーだ　ふにゅー　いだす（どこにいくあてもなく船を出す［＜いく場所もなく、目当てもなく］）。	うまぬ　まとぅんかい　たみーみーる（この的にあててみろ）。																
4666	2	まとぅ	ikmvoc_4666.wav	名詞		C		頼り			ばー　っゔぁうどぅ　まとぅー　ほぅー（私はあなたを頼りにしている）。	っふぁんみぬどぅ　ばが　まとぅ（子供たちが私の頼りだ）。	んまがぬ　はたらっちゃ　まとぅー　ひらいん（孫の働きは期待できない）。															
4667		まどぅ	ikmvoc_4667.wav	名詞		C		（なにかをするための）時間；（することがなくて）暇だ			きゅーや　なうちゅんま　まどぅー　にゃーん（今日はぜんぜん暇はない）。	きゅーや　あみゃー　っふぃー　まどぅ（今日は雨が降って暇だ）。																
4668		まどぅ	ikmvoc_4668.wav	名詞		C		普段			かりゃー　まどぅからどぅ　やなくんじゃう（彼は普段から根性がわるい）。	まどぅんな　はいぬ　すかまうどぅ　あす（普段は畑仕事をする）。																
4669		まどぅゔぁい	ikmvoc_4669.wav	名詞				間食、間食すること	まどぅばい		まどぅゔぁいゆ　とぅい（間食を摂る）。	まどぅゔぁい　あすてぃがー　っふぁいどぅす（間食すると太る）。	まどぅゔぁいむぬ（間食）。															
4671		まどぅばんまい	ikmvoc_4671.wav	名詞				間食																				
4672		まとぅんかでぃ	ikmvoc_4672.wav	名詞				順風、追い風			ふにゃー　まとぅんかじゃー　うきー　やぐみ　はーむぬ（舟は順風を受けてとても速い）。																	
4673		まない	ikmvoc_4673.wav	形容詞		C		おとなしい、優しい			かいが　ぶとぅー　やぐみ　まない　じゃうびとぅ（彼女の旦那はおとなしくていい人だ）。	っざー　ういびとぅん　なりー　ひっちゃがま　まないふ　なりーゆー（父は年をとって、すこし優しくなった）。																
4674		まないん	ikmvoc_4674.wav	副詞				きちんと、ちゃんと、正確に［「まないんてぃー」も可］			まないん　とぅず　っふぁうぎゃー　みばからだかー（ちゃんと　妻子は養わないと（いけない））。	まないんてぃー　かたなうぎゃー　つかい（気をつけて包丁を使いなさい）。	っさー　きらはんやうんてぃー　やらびゅーぎゃー　まないんてぃー　みーる（つまづかないように［つまづかせないように］子供は注意してみなさい）。															
4675		まながぬ	ikmvoc_4675.wav	形容詞				真面目な、ちゃんとした		まさがぬ、まさぎぬ、まさぐぬ	ぶとぅーぎゃー　まながぬ　びぎどぅんぬ　とぅみる（夫にはちゃんとした男性を探せ）。																	
4676		まながん	ikmvoc_4676.wav	副詞				ちゃんと、きちんと、しっかりと、気を付けて、正確に［「まながんてぃー」も可］		まさがん、まさぐん、まさぎん	うぬ　まかいゆぎゃー　まながん　ゆすぎ（このお椀はちゃんとゆすぎなさい）。	むぬーぎゃー　まながん　ふぁい（食事はきちんと食べなさい）。																
4677		まなぎん	ikmvoc_4677.wav	副詞				きちんと、ちゃんと、正確に［「まなぎんてぃー」も可］		まさがん、まさぎん、まさぐん、まながん、まなぎん、まなぐん	すかまうぎゃー　まなぎん　あっそぅ（仕事はちゃんとやりなさい）。																	
4678		まなぐん	ikmvoc_4678.wav	副詞				きちんと、ちゃんと、正確に［「まなぐんてぃー」も可］		まさがんてぃー、まさぎんてぃー、まさぐんてぃー、まながんてぃー、まなぎんてぃー	むぬーぎゃー　まなぐんてぃー　ふぁい（ご飯はちゃんと行儀よく食べなさい）。	まなぐん　びじ（ちゃんと座れ）。																
4679		まなちゃ	ikmvoc_4679.wav	名詞		B		まな板			まなちゃうぎゃー　つかうてぃがー　あらい（まな板は使ったら洗え）。																	
4680		まなや	ikmvoc_4680.wav	名詞		C		可愛い子供；おばあさんなどが孫に声をかけるときの呼びかけのことば			まなや、ぱーが　まいんかい　くー（いいこちゃん、おばあちゃんのところにおいで）。																	
4681		まに	ikmvoc_4681.wav	名詞		B		畝（うね）			ぶーっじゅぎゃー　まにゃー　あぎどぅ　いびー（サトウキビは畝をあげて植える）。																	
4682	1	まびつ	ikmvoc_4682.wav	動詞	k語幹	C		（密生した作物を）間引く	まびふ		きゅーや　あかふにゅー　まびかだかー　ならん（今日はニンジンを間引かないといけない）。																	
4682	2	まびつ	ikmvoc_4682.wav	名詞		C		間引くこと	まびふ		あーゆ　まびつ　あす（（密生した）粟を間引きする）。																	
